SSID, BSS, RSSI, Channel, Time
"Sigma", "F0:9E:63:04:78:05", "-81", "11", "3:34:26 PM"
"Sigma", "F0:9E:63:04:78:05", "-81", "11", "3:34:30 PM"
"", "64:E9:50:D1:BE:30", "-60", "6", "3:33:51 PM"
"", "64:E9:50:D1:AC:C0", "-79", "11", "3:33:51 PM"
"EventosUAndes", "5C:A4:8A:1E:6E:6B", "-73", "56", "3:33:51 PM"
"XPRESS", "B4:A4:E3:64:AE:80", "-73", "11", "3:33:56 PM"
"XPRESS", "B4:A4:E3:64:AE:80", "-78", "11", "3:34:00 PM"
"XPRESS", "B4:A4:E3:64:AE:80", "-78", "11", "3:34:03 PM"
"XPRESS", "B4:A4:E3:64:AE:80", "-78", "11", "3:34:07 PM"
"XPRESS", "B4:A4:E3:64:AE:80", "-78", "11", "3:34:15 PM"
"XPRESS", "B4:A4:E3:64:AE:80", "-78", "11", "3:34:19 PM"
"XPRESS", "B4:A4:E3:64:AE:80", "-78", "11", "3:34:23 PM"
"XPRESS", "B4:A4:E3:64:AE:80", "-78", "11", "3:34:26 PM"
"XPRESS", "B4:A4:E3:64:AE:80", "-78", "11", "3:34:30 PM"
"Sigma", "00:23:EB:0C:99:7A", "-75", "149", "3:34:26 PM"
"Sigma", "00:23:EB:0C:99:7A", "-79", "149", "3:34:30 PM"
"XPRESS", "64:E9:50:D1:BE:31", "-57", "6", "3:33:51 PM"
"XPRESS", "5C:A4:8A:68:25:3E", "-65", "36", "3:33:51 PM"
"XPRESS", "64:E9:50:D1:AC:C1", "-74", "11", "3:33:51 PM"
"BATMAN-", "CC:7B:35:AA:25:80", "-90", "8", "3:33:51 PM"
"SENECA", "5C:A4:8A:1E:6E:6C", "-74", "56", "3:33:51 PM"
"XPRESS", "B4:A4:E3:64:A3:4F", "-66", "44", "3:33:56 PM"
"XPRESS", "B4:A4:E3:64:A3:4F", "-58", "44", "3:34:00 PM"
"XPRESS", "B4:A4:E3:64:A3:4F", "-59", "44", "3:34:03 PM"
"XPRESS", "B4:A4:E3:64:A3:4F", "-59", "44", "3:34:07 PM"
"XPRESS", "B4:A4:E3:64:A3:4F", "-59", "44", "3:34:15 PM"
"XPRESS", "B4:A4:E3:64:A3:4F", "-61", "44", "3:34:19 PM"
"XPRESS", "B4:A4:E3:64:A3:4F", "-61", "44", "3:34:23 PM"
"XPRESS", "B4:A4:E3:64:A3:4F", "-61", "44", "3:34:26 PM"
"XPRESS", "B4:A4:E3:64:A3:4F", "-61", "44", "3:34:30 PM"
"ARRIS-5692", "98:6B:3D:BB:56:90", "-89", "11", "3:33:51 PM"
"", "C0:7B:BC:5B:D9:F0", "-70", "1", "3:33:51 PM"
"Panaderia D. Blanca", "A4:7E:39:A6:05:0C", "0", "6", "3:33:56 PM"
"Panaderia D. Blanca", "A4:7E:39:A6:05:0C", "0", "6", "3:34:00 PM"
"Panaderia D. Blanca", "A4:7E:39:A6:05:0C", "0", "6", "3:34:03 PM"
"Panaderia D. Blanca", "A4:7E:39:A6:05:0C", "0", "6", "3:34:07 PM"
"Panaderia D. Blanca", "A4:7E:39:A6:05:0C", "0", "6", "3:34:15 PM"
"Panaderia D. Blanca", "A4:7E:39:A6:05:0C", "0", "6", "3:34:19 PM"
"Panaderia D. Blanca", "A4:7E:39:A6:05:0C", "-87", "6", "3:34:30 PM"
"EventosUAndes", "00:23:EB:0C:99:7B", "-73", "149", "3:34:26 PM"
"EventosUAndes", "00:23:EB:0C:99:7B", "-73", "149", "3:34:30 PM"
"SENECA", "B4:A4:E3:64:AE:82", "-74", "11", "3:33:56 PM"
"SENECA", "B4:A4:E3:64:AE:82", "-74", "11", "3:34:00 PM"
"SENECA", "B4:A4:E3:64:AE:82", "-74", "11", "3:34:03 PM"
"SENECA", "B4:A4:E3:64:AE:82", "-76", "11", "3:34:07 PM"
"SENECA", "B4:A4:E3:64:AE:82", "-75", "11", "3:34:15 PM"
"SENECA", "B4:A4:E3:64:AE:82", "-77", "11", "3:34:19 PM"
"SENECA", "B4:A4:E3:64:AE:82", "-77", "11", "3:34:23 PM"
"SENECA", "B4:A4:E3:64:AE:82", "-77", "11", "3:34:26 PM"
"SENECA", "B4:A4:E3:64:AE:82", "-77", "11", "3:34:30 PM"
"XPRESS", "C0:7B:BC:5B:D9:F1", "-70", "1", "3:33:51 PM"
"SENECA", "64:E9:50:D1:BE:33", "-55", "6", "3:33:51 PM"
"XPRESS", "5C:A4:8A:1E:6E:6E", "-69", "56", "3:33:51 PM"
"Sigma", "5C:A4:8A:68:25:39", "-63", "36", "3:33:51 PM"
"SENECA", "64:E9:50:D1:AC:C3", "-76", "11", "3:33:51 PM"
"EventosUAndes", "64:E9:50:D1:BE:3B", "-76", "157", "3:33:51 PM"
"EventosUAndes", "64:E9:50:D1:BE:34", "-60", "6", "3:33:51 PM"
"", "5C:A4:8A:1E:6E:6F", "-74", "56", "3:33:51 PM"
"EventosUAndes", "64:E9:50:D1:AC:C4", "-74", "11", "3:33:51 PM"
"FAMILIA GUARNIZO", "14:60:80:CD:9A:B4", "-80", "5", "3:33:51 PM"
"SENECA", "00:23:EB:0C:99:7D", "-78", "149", "3:34:26 PM"
"SENECA", "00:23:EB:0C:99:7D", "-76", "149", "3:34:30 PM"
"EventosUAndes", "B4:A4:E3:64:AE:84", "-74", "11", "3:33:56 PM"
"EventosUAndes", "B4:A4:E3:64:AE:84", "-75", "11", "3:34:00 PM"
"EventosUAndes", "B4:A4:E3:64:AE:84", "-77", "11", "3:34:03 PM"
"EventosUAndes", "B4:A4:E3:64:AE:84", "-81", "11", "3:34:07 PM"
"EventosUAndes", "B4:A4:E3:64:AE:84", "-75", "11", "3:34:15 PM"
"EventosUAndes", "B4:A4:E3:64:AE:84", "-79", "11", "3:34:19 PM"
"EventosUAndes", "B4:A4:E3:64:AE:84", "-79", "11", "3:34:23 PM"
"EventosUAndes", "B4:A4:E3:64:AE:84", "-79", "11", "3:34:26 PM"
"EventosUAndes", "B4:A4:E3:64:AE:84", "-79", "11", "3:34:30 PM"
"SENECA", "64:E9:50:D1:BE:3C", "-75", "157", "3:33:51 PM"
"SENECA", "C0:7B:BC:5B:D9:F3", "-69", "1", "3:33:51 PM"
"Sigma", "5C:A4:8A:1E:6E:69", "-73", "56", "3:33:51 PM"
"", "64:E9:50:6B:AC:B1", "-74", "1", "9:45:41 AM"
"Sigma", "00:25:45:A3:96:3A", "-77", "40", "9:34:17 AM"
"EventosUAndes", "B4:14:89:FF:50:A5", "-81", "11", "9:45:41 AM"
"XPRESS", "00:23:EB:0C:9D:10", "-76", "11", "9:45:41 AM"
"XPRESS", "00:25:45:A3:93:90", "-56", "1", "9:32:41 AM"
"XPRESS", "00:25:45:A3:93:90", "-56", "1", "9:32:46 AM"
"XPRESS", "00:25:45:A3:93:90", "-56", "1", "9:34:17 AM"
"SENECA", "64:E9:50:6B:AC:B2", "-71", "1", "9:45:41 AM"
"EventosUAndes", "00:25:45:A3:96:3B", "-74", "40", "9:34:17 AM"
"", "00:23:EB:0C:9D:1E", "-80", "36", "9:45:41 AM"
"", "00:23:EB:0C:9D:11", "-77", "11", "9:45:41 AM"
"", "00:25:45:A3:93:91", "-62", "1", "9:32:41 AM"
"", "00:25:45:A3:93:91", "-62", "1", "9:32:46 AM"
"", "00:25:45:A3:93:91", "-62", "1", "9:34:17 AM"
"EventosUAndes", "64:E9:50:6B:AC:B3", "-68", "1", "9:45:41 AM"
"XPRESS", "00:23:EB:0C:3C:80", "-65", "11", "9:32:41 AM"
"XPRESS", "00:23:EB:0C:3C:80", "-65", "11", "9:32:46 AM"
"XPRESS", "00:23:EB:0C:3C:80", "-65", "11", "9:34:17 AM"
"XPRESS", "00:23:EB:0C:9D:1F", "-79", "36", "9:45:41 AM"
"XPRESS", "00:25:45:A3:93:9F", "-80", "161", "9:34:17 AM"
"SENECA", "00:23:EB:0C:9D:12", "-79", "11", "9:45:41 AM"
"AndroidAP", "4C:A5:6D:31:B6:07", "-81", "6", "9:45:41 AM"
"", "00:25:45:A3:9B:A1", "-78", "11", "9:32:41 AM"
"", "00:25:45:A3:9B:A1", "-78", "11", "9:32:46 AM"
"", "00:25:45:A3:9B:A1", "-78", "11", "9:34:17 AM"
"", "00:23:EB:0C:3C:81", "-66", "11", "9:32:41 AM"
"", "00:23:EB:0C:3C:81", "-66", "11", "9:32:46 AM"
"", "00:23:EB:0C:3C:81", "-66", "11", "9:34:17 AM"
"SENECA", "00:25:45:A3:96:3D", "-76", "40", "9:34:17 AM"
"XPRESS", "00:25:45:A3:96:30", "-71", "1", "9:32:41 AM"
"XPRESS", "00:25:45:A3:96:30", "-71", "1", "9:32:46 AM"
"XPRESS", "00:25:45:A3:96:30", "-71", "1", "9:34:17 AM"
"UNE 4G LTE3079", "30:F3:1D:39:7E:FD", "-78", "1", "9:32:41 AM"
"UNE 4G LTE3079", "30:F3:1D:39:7E:FD", "-78", "1", "9:32:46 AM"
"UNE 4G LTE3079", "30:F3:1D:39:7E:FD", "-78", "1", "9:34:17 AM"
"SENECA", "00:25:45:A3:93:92", "-61", "1", "9:32:41 AM"
"SENECA", "00:25:45:A3:93:92", "-61", "1", "9:32:46 AM"
"SENECA", "00:25:45:A3:93:92", "-67", "1", "9:34:17 AM"
"NetSam", "00:15:E9:E0:EC:C1", "-87", "6", "9:32:41 AM"
"NetSam", "00:15:E9:E0:EC:C1", "-87", "6", "9:32:46 AM"
"NetSam", "00:15:E9:E0:EC:C1", "-87", "6", "9:34:17 AM"
"EventosUAndes", "00:23:EB:0C:9D:13", "-73", "11", "9:45:41 AM"
"SENECA", "00:23:EB:0C:3C:82", "-68", "11", "9:32:41 AM"
"SENECA", "00:23:EB:0C:3C:82", "-67", "11", "9:32:46 AM"
"SENECA", "00:23:EB:0C:3C:82", "-67", "11", "9:34:17 AM"
"Sigma", "64:E9:50:6B:AC:B4", "-71", "1", "9:45:41 AM"
"Sigma", "00:23:EB:0C:9D:14", "-65", "11", "9:45:41 AM"
"EventosUAndes", "00:25:45:A3:93:94", "-66", "1", "9:32:41 AM"
"EventosUAndes", "00:25:45:A3:93:94", "-66", "1", "9:32:46 AM"
"EventosUAndes", "00:25:45:A3:93:94", "-69", "1", "9:34:17 AM"
"HP-Print-10-Deskjet 5520 series", "2C:41:38:44:27:10", "-82", "6", "9:32:41 AM"
"HP-Print-10-Deskjet 5520 series", "2C:41:38:44:27:10", "-82", "6", "9:32:46 AM"
"HP-Print-10-Deskjet 5520 series", "2C:41:38:44:27:10", "-82", "6", "9:34:17 AM"
"XPRESS", "00:25:45:A3:96:3F", "-77", "40", "9:34:17 AM"
"SENECA", "B4:14:89:FF:50:A0", "-85", "11", "9:45:41 AM"
"p2p procuraduria_carrera_10", "00:15:6D:6A:68:48", "-84", "52", "9:32:41 AM"
"p2p procuraduria_carrera_10", "00:15:6D:6A:68:48", "-84", "52", "9:32:46 AM"
"p2p procuraduria_carrera_10", "00:15:6D:6A:68:48", "-84", "52", "9:34:17 AM"
"XPRESS", "00:24:97:10:06:F0", "-76", "1", "9:45:41 AM"
"Sigma", "00:25:45:A3:93:95", "-59", "1", "9:32:41 AM"
"Sigma", "00:25:45:A3:93:95", "-59", "1", "9:32:46 AM"
"Sigma", "00:25:45:A3:93:95", "-59", "1", "9:34:17 AM"
"EventosUAndes", "00:23:EB:0C:3C:84", "-65", "11", "9:32:41 AM"
"EventosUAndes", "00:23:EB:0C:3C:84", "-65", "11", "9:32:46 AM"
"EventosUAndes", "00:23:EB:0C:3C:84", "-65", "11", "9:34:17 AM"
"XPRESS", "B4:14:89:FF:50:A1", "-81", "11", "9:45:41 AM"
"", "00:24:97:10:06:F1", "-75", "1", "9:45:41 AM"
"Windows Phone0349", "84:63:D6:58:5F:D2", "-79", "11", "9:32:46 AM"
"Windows Phone0349", "84:63:D6:58:5F:D2", "-86", "11", "9:34:17 AM"
"Sigma", "00:23:EB:0C:3C:85", "-71", "11", "9:32:41 AM"
"Sigma", "00:23:EB:0C:3C:85", "-71", "11", "9:32:46 AM"
"Sigma", "00:23:EB:0C:3C:85", "-71", "11", "9:34:17 AM"
"SENECA", "00:24:97:10:06:F2", "-76", "1", "9:45:41 AM"
"Sigma", "00:25:45:A3:93:9A", "-80", "161", "9:34:17 AM"
"dlink-821E", "6C:19:8F:0A:82:1E", "-77", "5", "9:32:46 AM"
"dlink-821E", "6C:19:8F:0A:82:1E", "-77", "5", "9:34:17 AM"
"dlink-821E", "6C:19:8F:0A:82:1E", "0", "5", "9:45:41 AM"
"Conquerors", "00:1B:11:D4:49:89", "-88", "6", "9:32:41 AM"
"Conquerors", "00:1B:11:D4:49:89", "-88", "6", "9:32:46 AM"
"Conquerors", "00:1B:11:D4:49:89", "-88", "6", "9:34:17 AM"
"EventosUAndes", "00:24:97:10:06:F3", "-76", "1", "9:45:41 AM"
"EventosUAndes", "00:25:45:A3:93:9B", "-80", "161", "9:34:17 AM"
"FLOR", "BC:CA:B5:9E:9B:10", "-87", "6", "9:32:41 AM"
"FLOR", "BC:CA:B5:9E:9B:10", "-87", "6", "9:32:46 AM"
"FLOR", "BC:CA:B5:9E:9B:10", "-87", "6", "9:34:17 AM"
"XPRESS", "64:E9:50:6B:AC:B0", "-69", "1", "9:45:41 AM"
"Sigma", "00:24:97:10:06:F4", "-77", "1", "9:45:41 AM"
"EventosUAndes", "00:23:EB:0C:9D:1C", "-79", "36", "9:45:41 AM"
"ESPERANZA SANCHEZ", "F4:55:9C:3D:DD:88", "-95", "5", "10:02:16 AM"
"ESPERANZA SANCHEZ", "F4:55:9C:3D:DD:88", "-95", "5", "10:02:19 AM"
"ESPERANZA SANCHEZ", "F4:55:9C:3D:DD:88", "-95", "5", "10:02:23 AM"
"SENECA", "B4:A4:E3:58:4D:31", "-64", "6", "10:02:11 AM"
"SENECA", "B4:A4:E3:58:4D:31", "-64", "6", "10:02:16 AM"
"SENECA", "B4:A4:E3:58:4D:31", "-64", "6", "10:02:19 AM"
"SENECA", "B4:A4:E3:58:4D:31", "-64", "6", "10:02:23 AM"
"", "B4:A4:E3:58:4A:1F", "-66", "44", "10:02:11 AM"
"", "B4:A4:E3:58:4A:1F", "-66", "44", "10:02:16 AM"
"", "B4:A4:E3:58:4A:1F", "-66", "44", "10:02:19 AM"
"Sigma", "B4:A4:E3:64:AA:94", "-70", "1", "10:02:11 AM"
"Sigma", "B4:A4:E3:64:AA:94", "-70", "1", "10:02:16 AM"
"Sigma", "B4:A4:E3:64:AA:94", "-70", "1", "10:02:19 AM"
"Sigma", "B4:A4:E3:64:AA:94", "-70", "1", "10:02:23 AM"
"", "B4:A4:E3:58:4D:30", "-66", "6", "10:02:11 AM"
"", "B4:A4:E3:58:4D:30", "-63", "6", "10:02:16 AM"
"", "B4:A4:E3:58:4D:30", "-62", "6", "10:02:19 AM"
"", "B4:A4:E3:58:4D:30", "-62", "6", "10:02:23 AM"
"CGONZALEZ", "90:84:0D:DB:D8:7F", "-91", "11", "10:02:11 AM"
"CGONZALEZ", "90:84:0D:DB:D8:7F", "-91", "11", "10:02:16 AM"
"CGONZALEZ", "90:84:0D:DB:D8:7F", "-87", "11", "10:02:19 AM"
"CGONZALEZ", "90:84:0D:DB:D8:7F", "-82", "11", "10:02:23 AM"
"SENECA", "B4:A4:E3:58:4A:1E", "-71", "44", "10:02:11 AM"
"SENECA", "B4:A4:E3:58:4A:1E", "-61", "44", "10:02:16 AM"
"SENECA", "B4:A4:E3:58:4A:1E", "-63", "44", "10:02:19 AM"
"SENECA", "B4:A4:E3:58:4A:1E", "-63", "44", "10:02:23 AM"
"SENECA", "B4:A4:E3:58:4A:11", "-85", "11", "10:02:11 AM"
"SENECA", "B4:A4:E3:58:4A:11", "-85", "11", "10:02:16 AM"
"SENECA", "B4:A4:E3:58:4A:11", "-85", "11", "10:02:19 AM"
"SENECA", "B4:A4:E3:58:4A:11", "-85", "11", "10:02:23 AM"
"", "B4:A4:E3:58:4A:10", "-79", "11", "10:02:11 AM"
"", "B4:A4:E3:58:4A:10", "-79", "11", "10:02:16 AM"
"", "B4:A4:E3:58:4A:10", "-79", "11", "10:02:19 AM"
"", "B4:A4:E3:58:4A:10", "-79", "11", "10:02:23 AM"
"SENECA", "B4:A4:E3:58:4D:3E", "-53", "153", "10:02:11 AM"
"SENECA", "B4:A4:E3:58:4D:3E", "-63", "153", "10:02:16 AM"
"SENECA", "B4:A4:E3:58:4D:3E", "-54", "153", "10:02:19 AM"
"SENECA", "B4:A4:E3:58:4D:3E", "-66", "153", "10:02:23 AM"
"EventosUAndes", "B4:A4:E3:58:4D:3C", "-54", "153", "10:02:11 AM"
"EventosUAndes", "B4:A4:E3:58:4D:3C", "-60", "153", "10:02:16 AM"
"EventosUAndes", "B4:A4:E3:58:4D:3C", "-65", "153", "10:02:19 AM"
"EventosUAndes", "B4:A4:E3:58:4D:3C", "-65", "153", "10:02:23 AM"
"EventosUAndes", "B4:A4:E3:64:AA:93", "-69", "1", "10:02:16 AM"
"EventosUAndes", "B4:A4:E3:64:AA:93", "-79", "1", "10:02:19 AM"
"EventosUAndes", "B4:A4:E3:64:AA:93", "-79", "1", "10:02:23 AM"
"", "B4:A4:E3:64:AA:9F", "-62", "40", "10:02:11 AM"
"", "B4:A4:E3:64:AA:9F", "-62", "40", "10:02:16 AM"
"", "B4:A4:E3:64:AA:9F", "-62", "40", "10:02:19 AM"
"", "B4:A4:E3:64:AA:9F", "-62", "40", "10:02:23 AM"
"XPRESS", "00:25:45:A3:89:DD", "-84", "40", "10:02:23 AM"
"SENECA", "B4:A4:E3:64:AA:91", "-76", "1", "10:02:11 AM"
"SENECA", "B4:A4:E3:64:AA:91", "-76", "1", "10:02:16 AM"
"SENECA", "B4:A4:E3:64:AA:91", "-76", "1", "10:02:19 AM"
"SENECA", "B4:A4:E3:64:AA:91", "-76", "1", "10:02:23 AM"
"EventosUAndes", "B4:A4:E3:58:4A:1C", "-73", "44", "10:02:11 AM"
"EventosUAndes", "B4:A4:E3:58:4A:1C", "-61", "44", "10:02:16 AM"
"EventosUAndes", "B4:A4:E3:58:4A:1C", "-68", "44", "10:02:19 AM"
"EventosUAndes", "B4:A4:E3:58:4A:1C", "-62", "44", "10:02:23 AM"
"SENECA", "B4:A4:E3:64:AA:9E", "-63", "40", "10:02:11 AM"
"SENECA", "B4:A4:E3:64:AA:9E", "-61", "40", "10:02:16 AM"
"SENECA", "B4:A4:E3:64:AA:9E", "-61", "40", "10:02:19 AM"
"SENECA", "B4:A4:E3:64:AA:9E", "-63", "40", "10:02:23 AM"
"Sigma", "B4:A4:E3:58:4D:3B", "-54", "153", "10:02:11 AM"
"Sigma", "B4:A4:E3:58:4D:3B", "-59", "153", "10:02:16 AM"
"Sigma", "B4:A4:E3:58:4D:3B", "-64", "153", "10:02:19 AM"
"Sigma", "B4:A4:E3:58:4D:3B", "-64", "153", "10:02:23 AM"
"", "B4:A4:E3:64:AA:90", "-72", "1", "10:02:11 AM"
"", "B4:A4:E3:64:AA:90", "-72", "1", "10:02:16 AM"
"", "B4:A4:E3:64:AA:90", "-72", "1", "10:02:19 AM"
"", "B4:A4:E3:64:AA:90", "-70", "1", "10:02:23 AM"
"Sigma", "B4:A4:E3:58:4A:1B", "-64", "44", "10:02:11 AM"
"Sigma", "B4:A4:E3:58:4A:1B", "-61", "44", "10:02:16 AM"
"Sigma", "B4:A4:E3:58:4A:1B", "-69", "44", "10:02:19 AM"
"Sigma", "B4:A4:E3:58:4A:1B", "-63", "44", "10:02:23 AM"
"Sigma", "00:25:45:A3:89:D8", "-82", "40", "10:02:23 AM"
"SENECA", "00:25:45:A3:9B:FE", "-80", "48", "10:02:23 AM"
"XPRESS", "00:25:45:A3:9B:FD", "-79", "48", "10:02:23 AM"
"EventosUAndes", "00:25:45:A3:9B:F9", "-77", "48", "10:02:23 AM"
"EventosUAndes", "B4:A4:E3:64:AA:9C", "-63", "40", "10:02:11 AM"
"EventosUAndes", "B4:A4:E3:64:AA:9C", "-59", "40", "10:02:16 AM"
"EventosUAndes", "B4:A4:E3:64:AA:9C", "-62", "40", "10:02:19 AM"
"EventosUAndes", "B4:A4:E3:64:AA:9C", "-61", "40", "10:02:23 AM"
"Sigma", "00:25:45:A3:9B:F8", "-77", "48", "10:02:23 AM"
"GATITA", "E8:94:F6:68:6B:92", "-92", "11", "10:02:11 AM"
"GATITA", "E8:94:F6:68:6B:92", "-92", "11", "10:02:16 AM"
"GATITA", "E8:94:F6:68:6B:92", "-92", "11", "10:02:19 AM"
"Sigma", "B4:A4:E3:64:AA:9B", "-61", "40", "10:02:11 AM"
"Sigma", "B4:A4:E3:64:AA:9B", "-60", "40", "10:02:16 AM"
"Sigma", "B4:A4:E3:64:AA:9B", "-60", "40", "10:02:19 AM"
"Sigma", "B4:A4:E3:64:AA:9B", "-60", "40", "10:02:23 AM"
"Sigma", "B4:A4:E3:58:4D:34", "0", "6", "10:02:11 AM"
"Sigma", "B4:A4:E3:58:4D:34", "-66", "6", "10:02:16 AM"
"Sigma", "B4:A4:E3:58:4D:34", "-61", "6", "10:02:19 AM"
"Sigma", "B4:A4:E3:58:4D:34", "-61", "6", "10:02:23 AM"
"Sigma", "B4:A4:E3:58:4A:14", "-77", "11", "10:02:11 AM"
"Sigma", "B4:A4:E3:58:4A:14", "-77", "11", "10:02:16 AM"
"Sigma", "B4:A4:E3:58:4A:14", "-77", "11", "10:02:19 AM"
"Sigma", "B4:A4:E3:58:4A:14", "-77", "11", "10:02:23 AM"
"EventosUAndes", "B4:A4:E3:58:4D:33", "-66", "6", "10:02:11 AM"
"EventosUAndes", "B4:A4:E3:58:4D:33", "-66", "6", "10:02:16 AM"
"EventosUAndes", "B4:A4:E3:58:4D:33", "-66", "6", "10:02:19 AM"
"EventosUAndes", "B4:A4:E3:58:4D:33", "-66", "6", "10:02:23 AM"
"portthru", "F6:ED:A1:26:09:32", "-94", "10", "10:02:11 AM"
"portthru", "F6:ED:A1:26:09:32", "-94", "10", "10:02:16 AM"
"portthru", "F6:ED:A1:26:09:32", "-94", "10", "10:02:19 AM"
"portthru", "F6:ED:A1:26:09:32", "-88", "10", "10:02:23 AM"
"XPRESS", "B4:14:89:FF:50:A1", "0", "11", "11:31:01 AM"
"XPRESS", "B4:14:89:FF:50:A1", "-71", "11", "11:31:06 AM"
"XPRESS", "B4:14:89:FF:50:A1", "-71", "11", "11:31:09 AM"
"XPRESS", "B4:14:89:FF:50:A1", "-71", "11", "11:31:13 AM"
"XPRESS", "B4:14:89:FF:50:A1", "-71", "11", "11:31:17 AM"
"XPRESS", "B4:14:89:FF:50:A1", "-71", "11", "11:31:21 AM"
"XPRESS", "B4:14:89:FF:50:A1", "-71", "11", "11:31:25 AM"
"XPRESS", "B4:14:89:FF:50:A1", "-71", "11", "11:31:29 AM"
"", "B4:14:89:FE:DF:8C", "-81", "44", "11:31:21 AM"
"", "B4:14:89:FE:DF:8C", "-81", "44", "11:31:25 AM"
"", "B4:14:89:FE:DF:8C", "-81", "44", "11:31:29 AM"
"", "B4:14:89:FE:DF:8C", "-81", "44", "11:31:34 AM"
"", "B4:14:89:FE:DF:8C", "-81", "44", "11:31:38 AM"
"", "B4:14:89:FE:DF:8C", "-81", "44", "11:31:44 AM"
"", "B4:14:89:FE:DF:8C", "-81", "44", "11:31:48 AM"
"SENECA", "B4:A4:E3:64:A9:CF", "-83", "48", "11:31:17 AM"
"SENECA", "B4:A4:E3:64:A9:CF", "-83", "48", "11:31:21 AM"
"SENECA", "B4:A4:E3:64:A9:CF", "-83", "48", "11:31:25 AM"
"SENECA", "B4:A4:E3:64:A9:CF", "-83", "48", "11:31:29 AM"
"SENECA", "B4:A4:E3:64:A9:CF", "-83", "48", "11:31:34 AM"
"XPRESS", "00:25:45:B7:17:81", "-90", "11", "11:31:01 AM"
"XPRESS", "00:25:45:B7:17:81", "-90", "11", "11:31:06 AM"
"XPRESS", "00:25:45:B7:17:81", "-90", "11", "11:31:09 AM"
"XPRESS", "00:25:45:B7:17:81", "-90", "11", "11:31:13 AM"
"XPRESS", "00:25:45:B7:17:81", "-90", "11", "11:31:17 AM"
"XPRESS", "00:25:45:B7:17:81", "-90", "11", "11:31:21 AM"
"XPRESS", "00:25:45:B7:17:81", "-79", "11", "11:31:25 AM"
"XPRESS", "00:25:45:B7:17:81", "-79", "11", "11:31:29 AM"
"XPRESS", "00:25:45:B7:17:81", "-79", "11", "11:31:34 AM"
"XPRESS", "00:25:45:B7:17:81", "-79", "11", "11:31:38 AM"
"XPRESS", "00:25:45:B7:17:81", "-79", "11", "11:31:44 AM"
"XPRESS", "00:25:45:B7:17:81", "-79", "11", "11:31:48 AM"
"Sigma", "00:25:45:B7:1A:24", "-79", "1", "11:31:01 AM"
"Sigma", "00:25:45:B7:1A:24", "-86", "1", "11:31:06 AM"
"Sigma", "00:25:45:B7:1A:24", "-86", "1", "11:31:09 AM"
"Sigma", "00:25:45:B7:1A:24", "-86", "1", "11:31:13 AM"
"Sigma", "00:25:45:B7:1A:24", "-86", "1", "11:31:17 AM"
"Sigma", "00:25:45:B7:1A:24", "-86", "1", "11:31:21 AM"
"Sigma", "00:25:45:B7:1A:24", "-86", "1", "11:31:25 AM"
"Sigma", "00:25:45:B7:1A:24", "-86", "1", "11:31:29 AM"
"", "00:25:45:B7:25:0C", "-81", "44", "11:31:44 AM"
"", "00:25:45:B7:25:0C", "-81", "44", "11:31:48 AM"
"", "00:25:45:B7:25:0C", "-81", "44", "11:31:54 AM"
"", "00:25:45:B7:25:0C", "-81", "44", "11:31:59 AM"
"", "00:25:45:B7:25:0C", "-81", "44", "11:32:03 AM"
"", "00:25:45:B7:25:0C", "-81", "44", "11:32:08 AM"
"Sigma", "B4:14:89:FE:E1:EB", "-64", "161", "11:31:01 AM"
"Sigma", "B4:14:89:FE:E1:EB", "-80", "161", "11:31:06 AM"
"Sigma", "B4:14:89:FE:E1:EB", "-80", "161", "11:31:09 AM"
"Sigma", "B4:14:89:FE:E1:EB", "-80", "161", "11:31:13 AM"
"Sigma", "B4:14:89:FE:E1:EB", "-80", "161", "11:31:17 AM"
"Sigma", "B4:14:89:FE:E1:EB", "-80", "161", "11:31:21 AM"
"Sigma", "B4:14:89:FE:E1:EB", "-80", "161", "11:31:25 AM"
"Sigma", "B4:14:89:FE:E1:EB", "-80", "161", "11:31:29 AM"
"", "B4:14:89:FF:50:9C", "-80", "161", "11:31:44 AM"
"", "B4:14:89:FF:50:9C", "-80", "161", "11:31:48 AM"
"", "B4:14:89:FF:50:9C", "-81", "161", "11:31:54 AM"
"", "B4:14:89:FF:50:9C", "-81", "161", "11:31:59 AM"
"", "B4:14:89:FF:50:9C", "-81", "161", "11:32:03 AM"
"", "B4:14:89:FF:50:9C", "-81", "161", "11:32:08 AM"
"", "B4:14:89:FF:50:9C", "-81", "161", "11:32:12 AM"
"", "B4:14:89:FF:50:9C", "-81", "161", "11:32:16 AM"
"", "00:25:45:B1:09:0C", "-81", "153", "11:31:09 AM"
"", "00:25:45:B1:09:0C", "-74", "153", "11:31:13 AM"
"", "00:25:45:B1:09:0C", "-74", "153", "11:31:17 AM"
"", "00:25:45:B1:09:0C", "-74", "153", "11:31:21 AM"
"", "00:25:45:B1:09:0C", "-74", "153", "11:31:25 AM"
"", "00:25:45:B1:09:0C", "-74", "153", "11:31:29 AM"
"", "00:25:45:B1:09:0C", "-74", "153", "11:31:34 AM"
"", "00:25:45:B1:09:0C", "-74", "153", "11:31:38 AM"
"Sigma", "B4:A4:E3:65:3A:8B", "-81", "64", "11:31:38 AM"
"Sigma", "B4:A4:E3:65:3A:8B", "-81", "64", "11:31:44 AM"
"Sigma", "B4:A4:E3:65:3A:8B", "-81", "64", "11:31:48 AM"
